user_id,name,department,status,hire_date,termination_date,last_login,role,access_level,manager_id,has_conflict
33,Becky Ramirez MD,Marketing,Active,2024-06-14,,2026-04-01,Admin,Medium,67,False
34,Samuel Hill,Procurement,Active,2025-07-10,,2026-04-06,Approver,High,44,False
35,Andrew Moore,HR,Active,2024-11-28,,2026-03-26,Approver,High,10,False
36,Eric Taylor PhD,HR,Active,2024-12-01,,2026-04-11,Initiator,Medium,10,False
37,Rebecca Evans,Marketing,Active,2024-08-21,,2026-03-23,Read-Only,High,70,False
38,Michael Ward,Sales,Active,2023-07-20,,2026-04-06,Initiator+Approver,Medium,25,True
39,Tammie Nelson,Finance,Active,2025-08-28,,2026-03-23,Read-Only,Medium,55,False
40,Nicole Martin,Operations,Active,2023-08-01,,2026-03-17,Initiator+Approver,Low,84,True
41,Mackenzie Oliver,Finance,Active,2025-11-10,,2026-04-01,Admin,High,32,False
42,Nicholas Jackson,Marketing,Terminated,2025-02-18,2023-12-02,2024-08-11,Read-Only,High,55,True
43,Maria Garcia,Sales,Active,2024-08-21,,2026-03-30,Approver,High,57,False
44,Dr. Anthony Wong,Finance,Active,2025-12-01,,2026-03-24,Initiator,High,97,False
45,Sharon Elliott,Marketing,Active,2025-04-08,,2026-03-31,Read-Only,Medium,28,False
46,John Robinson,Operations,Active,2025-11-14,,2026-04-08,Read-Only,High,50,False
47,Christina Watkins,IT,Active,2023-08-26,,2026-04-04,Read-Only,Low,94,False
48,Lindsey Wise,Procurement,Active,2025-05-01,,2026-04-07,Admin,High,8,False
49,Thomas Joseph,HR,Active,2024-06-10,,2026-04-12,Initiator,Low,62,False
50,Michael Marshall,Sales,Active,2025-11-18,,2026-03-14,Initiator,High,9,False
51,Beth Jackson,Finance,Terminated,2024-11-18,2025-09-19,2026-04-12,Initiator,Low,32,True
52,Kimberly English,HR,Active,2025-09-28,,2026-03-31,Admin,Medium,27,False
53,Joshua Scott,Legal,Active,2024-11-11,,2026-04-05,Read-Only,High,86,False
54,Jasmine Richmond,IT,Active,2023-08-21,,2026-04-03,Initiator,High,59,False
55,Wanda Arnold,Finance,Terminated,2025-10-15,2025-11-12,2026-04-11,Approver,Low,34,True
56,Carrie Wilson,Sales,Active,2024-03-30,,2026-03-16,Initiator,High,48,False
57,Nathan Gutierrez,IT,Active,2025-04-25,,2026-03-30,Admin,Low,84,False
58,Shelby Brown,HR,Active,2024-07-09,,2026-03-15,Initiator,High,34,False
59,Tim Gonzales,Finance,Active,2025-08-07,,2026-03-21,Approver,Medium,37,False
60,Preston Ramos,Marketing,Active,2024-04-11,,2026-04-07,Admin,Low,63,False
61,Kevin Mckinney,IT,Active,2025-11-30,,2026-04-11,Read-Only,Medium,6,False
62,Tyler Garcia,HR,Active,2024-04-30,,2026-03-20,Approver,Low,34,False
63,Jimmy Jackson,Sales,Active,2023-09-22,,2026-03-27,Read-Only,Low,2,False
64,Michelle Thomas,Finance,Active,2025-10-11,,2026-03-14,Approver,Low,5,False
65,Bonnie Taylor,Legal,Active,2025-05-15,,2026-03-31,Approver,High,40,False
66,William Foster,Legal,Active,2025-12-23,,2026-03-16,Admin,High,88,False
67,Jennifer Munoz,Marketing,Active,2025-08-16,,2026-04-02,Read-Only,Low,96,False
68,Joshua Myers,Sales,Active,2024-11-15,,2026-03-17,Initiator+Approver,High,53,True
69,William Carr,HR,Active,2025-03-12,,2026-03-21,Admin,Medium,86,False
70,Elizabeth Miller,Marketing,Active,2024-09-14,,2026-04-08,Initiator,Medium,5,False
71,Sarah Bruce,Procurement,Active,2024-12-14,,2026-04-07,Read-Only,Medium,40,False
72,Matthew Mann,Marketing,Active,2024-12-13,,2026-04-13,Approver,Medium,43,False
73,Patricia Clark,IT,Terminated,2025-10-23,2025-09-22,2026-04-06,Admin,Medium,83,True
74,Brandon Gross,Operations,Active,2024-05-05,,2026-03-14,Initiator,High,34,False
75,Mrs. Krista Williams,Sales,Active,2024-09-17,,2026-04-12,Initiator,Low,56,False
76,Michelle Simpson,Legal,Terminated,2024-06-10,2025-09-29,2026-04-07,Initiator,Medium,74,True
77,Belinda Howell,Marketing,Terminated,2024-10-09,2024-02-14,2025-02-21,Read-Only,High,67,True
78,Blake Perez,Marketing,Terminated,2024-02-28,2026-01-02,2026-04-10,Initiator,Low,43,True
79,Amber Williams,Legal,Active,2025-07-02,,2026-03-21,Admin,Low,40,False
80,Arthur Gonzalez,Operations,Active,2024-05-15,,2026-04-01,Admin,Low,17,False
81,Antonio Murray,Marketing,Active,2023-11-04,,2026-03-23,Read-Only,Low,96,False
82,Andrea Gomez,Sales,Active,2024-07-06,,2026-04-01,Initiator,Medium,37,False
83,John Koch,Marketing,Active,2023-10-16,,2026-03-19,Admin,Medium,57,False
84,Jennifer Hernandez,Procurement,Active,2025-01-01,,2026-03-28,Read-Only,Low,22,False
85,Maria Clark,Finance,Active,2024-08-10,,2026-03-28,Admin,High,97,False
86,Matthew Williams,Marketing,Active,2024-06-17,,2026-04-06,Approver,High,4,False
87,Justin Wilcox,HR,Active,2024-10-29,,2026-03-29,Initiator,Medium,54,False
88,Renee Rodriguez,Marketing,Terminated,2024-01-18,2025-11-10,2026-04-10,Read-Only,High,19,True
89,Melissa Vasquez,HR,Active,2025-08-08,,2026-03-20,Read-Only,High,23,False
90,John Hull,Procurement,Active,2025-12-02,,2026-03-27,Approver,High,59,False
91,Deborah Shaffer DDS,Sales,Active,2023-08-06,,2026-03-23,Admin,Medium,79,False
92,Shari Henry,Operations,Active,2023-09-13,,2026-03-16,Approver,Low,61,False
93,James Cunningham,Procurement,Active,2024-09-30,,2026-03-20,Approver,Low,36,False
94,Omar Hurley,Procurement,Active,2024-11-10,,2026-04-05,Read-Only,High,92,False
95,Scott Barajas,IT,Active,2024-11-19,,2026-04-05,Admin,Medium,70,False
96,Suzanne Wallace,Finance,Active,2025-06-04,,2026-04-09,Approver,Medium,89,False
97,Olivia Chapman,Sales,Active,2024-12-31,,2026-04-11,Read-Only,Medium,43,False
98,Brad Shaw,Procurement,Active,2023-11-14,,2026-04-12,Approver,Medium,50,False
99,Laurie Bowen,HR,Active,2024-01-25,,2026-03-29,Initiator,Medium,39,False
100,Kristen Williams,Operations,Active,2023-11-07,,2026-03-27,Approver,Medium,29,False
101,Courtney Byrd,IT,Active,2023-10-04,,2026-03-29,Initiator,Medium,44,False
102,Michael Gonzales,Operations,Active,2025-04-10,,2026-03-18,Read-Only,High,80,False
103,Melissa Gonzalez,HR,Active,2023-12-29,,2026-03-26,Initiator,High,83,False
104,Michael Johnson,Operations,Active,2025-06-10,,2026-03-17,Read-Only,High,7,False
105,Craig Johnson,IT,Active,2024-01-28,,2026-04-03,Approver,Medium,42,False
106,Katelyn Johnson,Legal,Active,2024-01-28,,2026-04-05,Read-Only,Medium,11,False
107,Jaime James,Procurement,Terminated,2026-02-03,2025-11-08,2026-04-07,Initiator,Medium,29,True
108,Christopher Jackson,Finance,Active,2025-12-22,,2026-03-20,Initiator,High,26,False
109,Crystal Grant,HR,Active,2025-05-06,,2026-04-06,Approver,Medium,86,False
110,Thomas Sandoval,Finance,Active,2024-12-23,,2026-03-30,Admin,Medium,22,False
111,Katelyn Phelps,Finance,Active,2025-04-13,,2026-03-14,Admin,High,75,False
112,Emily Larson,HR,Active,2024-06-14,,2026-03-26,Read-Only,Medium,92,False
113,Shawn Williams,Marketing,Active,2025-10-10,,2026-03-26,Approver,High,90,False
114,Kimberly Powell,IT,Active,2025-07-10,,2026-03-19,Initiator,Medium,69,False
115,Christopher Huang,Operations,Active,2024-02-15,,2026-04-11,Admin,High,54,False
116,Nicholas Rodgers,Procurement,Active,2025-08-10,,2026-03-31,Initiator+Approver,Low,59,True
117,Susan Bright,Sales,Active,2023-10-05,,2026-04-08,Admin,Low,69,False
118,Alexander Nguyen,Procurement,Active,2023-08-05,,2026-03-31,Admin,Medium,32,False
119,Jennifer Gentry,Finance,Active,2024-08-20,,2026-03-16,Read-Only,High,97,False
120,Eric Scott,Procurement,Active,2024-01-28,,2026-04-03,Initiator,Medium,42,False
121,Diane Nelson,Sales,Active,2023-06-20,,2026-04-07,Admin,Medium,44,False
122,Christopher Chandler,IT,Active,2024-08-26,,2026-03-27,Initiator,Low,25,False
123,Kayla Young,Finance,Active,2024-11-05,,2026-03-21,Read-Only,Medium,72,False
124,Ashley Graham,Marketing,Active,2023-07-13,,2026-03-24,Read-Only,Medium,3,False
125,Jared Neal,Finance,Active,2024-07-20,,2026-04-06,Read-Only,Low,32,False
126,Amanda Taylor,IT,Active,2024-02-18,,2026-03-29,Admin,Medium,96,False
127,Mrs. Angelica Bennett,Legal,Active,2024-03-24,,2026-03-22,Read-Only,Medium,40,False
128,Brian Davis,IT,Active,2024-11-27,,2026-04-10,Approver,Medium,16,False
129,Cindy Ross,Sales,Active,2025-02-15,,2026-04-07,Read-Only,Medium,93,False
130,Maxwell Fox,IT,Active,2025-08-21,,2026-03-18,Initiator+Approver,Medium,30,True
131,Chris Smith,Legal,Active,2025-03-12,,2026-04-04,Initiator,Low,69,False
132,Edward Olson,Sales,Active,2024-08-30,,2026-04-12,Initiator,Low,38,False
133,Kevin Farrell,Sales,Active,2023-06-13,,2026-04-10,Initiator,Low,37,False
134,Samantha Jennings,Procurement,Active,2023-07-08,,2026-03-30,Admin,High,7,False
135,Dana Rodriguez,IT,Active,2023-07-10,,2026-04-10,Initiator,Medium,63,False
136,Hunter Dunn,Finance,Active,2025-11-25,,2026-04-09,Approver,Low,39,False
137,Karen Henry,Finance,Active,2024-10-22,,2026-04-10,Read-Only,Low,77,False
138,James Andersen,Marketing,Active,2024-01-25,,2026-03-30,Read-Only,Medium,76,False
139,Carol Daniels,Operations,Active,2024-06-27,,2026-03-26,Initiator,Low,95,False
140,Jose Davis,Finance,Active,2025-01-13,,2026-03-24,Approver,Medium,85,False
141,Jeremy Johnson,Finance,Active,2025-04-27,,2026-04-06,Approver,Low,10,False
142,Nicholas Patterson,Sales,Active,2026-03-09,,2026-03-31,Read-Only,Low,77,False
143,Tommy Larson,Procurement,Active,2024-07-26,,2026-04-12,Approver,Medium,91,False
144,Brandon Reyes,IT,Active,2023-08-28,,2026-04-11,Approver,Medium,81,False
145,Linda Watts,Marketing,Active,2023-10-26,,2026-04-10,Approver,Low,20,False
146,Natasha Smith,IT,Active,2025-05-27,,2026-04-11,Initiator,High,40,False
147,Stephanie Moreno,IT,Active,2023-09-27,,2026-04-10,Read-Only,Low,39,False
148,David Hernandez,Operations,Terminated,2024-09-03,2023-09-10,2024-04-22,Read-Only,Medium,11,True
149,Jack Cisneros,HR,Terminated,2023-10-12,2024-01-22,2025-01-24,Admin,Low,33,True
150,Mr. Juan Anderson,HR,Active,2025-09-08,,2026-04-06,Initiator,Low,35,False
151,Raven Mcclure,HR,Terminated,2025-03-21,2024-03-11,2024-10-03,Read-Only,Medium,24,True
152,Bruce Vance,Operations,Active,2023-06-11,,2026-04-11,Read-Only,Medium,53,False
153,Joshua Ramos,Legal,Active,2024-05-26,,2026-03-23,Initiator,High,43,False
154,Joseph Walker,Operations,Active,2023-06-04,,2026-04-04,Read-Only,Low,5,False
155,Eric Jones,Procurement,Active,2025-09-15,,2026-04-03,Admin,Medium,15,False
156,Mr. Maxwell Vincent Jr.,Operations,Active,2023-04-26,,2026-03-18,Initiator,Low,70,False
157,Sean Chavez,Procurement,Active,2023-11-19,,2026-04-12,Approver,Low,47,False
158,Wayne Peters,Procurement,Active,2023-09-21,,2026-03-20,Initiator,High,35,False
159,Juan Quinn,Sales,Active,2024-08-02,,2026-03-30,Read-Only,High,4,False
160,John Coleman,Marketing,Active,2025-04-24,,2026-04-04,Initiator,Low,53,False
161,Sean Garcia,Finance,Active,2024-12-09,,2026-03-18,Initiator,Medium,16,False
162,James Chang,Sales,Active,2023-05-29,,2026-03-15,Admin,Low,91,False
163,Joshua Cain,IT,Active,2023-11-15,,2026-03-18,Read-Only,Medium,32,False
164,Mrs. Diane Perez,Procurement,Active,2025-05-22,,2026-04-01,Approver,Low,66,False
165,Karina Walter,Sales,Active,2025-10-23,,2026-04-05,Read-Only,Medium,65,False
166,Corey Wright,IT,Active,2026-03-09,,2026-04-04,Initiator+Approver,Low,75,True
167,Robert Lee,Procurement,Active,2025-05-14,,2026-03-30,Read-Only,Medium,43,False
168,Stephanie Jensen,Operations,Terminated,2023-08-25,2024-02-05,2024-11-19,Admin,High,90,True
169,Blake Smith,Marketing,Active,2024-01-20,,2026-04-06,Read-Only,High,41,False
170,Kathryn Rodriguez,Procurement,Active,2024-01-24,,2026-04-01,Approver,Medium,5,False
171,Jill Pennington,Sales,Active,2023-05-21,,2026-03-14,Admin,High,57,False
172,Crystal Johnson,Finance,Active,2023-08-22,,2026-04-13,Approver,Medium,84,False
173,Mary Shaw,Sales,Active,2025-10-12,,2026-03-29,Admin,Medium,80,False
174,Jennifer Sandoval,Operations,Active,2025-10-01,,2026-03-17,Admin,Low,69,False
175,Erica Schaefer,Operations,Active,2024-06-04,,2026-03-24,Read-Only,Low,5,False
176,Julia Anderson,Finance,Active,2024-11-19,,2026-03-24,Admin,High,96,False
177,Daniel Kirby,Finance,Active,2023-10-08,,2026-04-10,Initiator,Medium,22,False
178,Terry Hunter,IT,Active,2026-01-14,,2026-04-12,Admin,High,38,False
179,William Farrell,Legal,Terminated,2024-02-06,2023-08-19,2024-03-20,Approver,High,68,True
180,Michael Paul,Operations,Active,2025-03-11,,2026-04-08,Approver,High,79,False
181,Cynthia Gilmore,Operations,Active,2024-11-06,,2026-03-29,Approver,High,60,False
182,Angela Johnson MD,IT,Active,2023-08-16,,2026-04-05,Initiator,Medium,37,False
183,Zachary Cain,Sales,Active,2025-10-14,,2026-03-30,Admin,Low,39,False
184,William Wilkins,Operations,Active,2024-10-18,,2026-03-30,Admin,High,50,False
185,Nicholas Carter,Procurement,Active,2025-08-08,,2026-04-06,Read-Only,Low,46,False
186,Cody Brooks,IT,Terminated,2024-07-18,2023-11-12,2025-02-26,Read-Only,Medium,2,True
187,Melinda Castillo,HR,Active,2023-06-01,,2026-03-18,Admin,High,78,False
188,Katherine Vance,Legal,Active,2024-12-21,,2026-03-24,Approver,Low,33,False
189,Rebecca Combs,Sales,Active,2025-08-28,,2026-03-16,Initiator,Medium,57,False
190,Terry Atkins,HR,Active,2024-02-26,,2026-03-21,Initiator+Approver,High,38,True
191,Loretta Pierce,Legal,Active,2023-11-15,,2026-04-08,Approver,High,70,False
192,Sarah Hughes,Legal,Active,2023-05-22,,2026-03-15,Admin,High,33,False
193,Lori Harris,Procurement,Active,2024-07-18,,2026-03-21,Admin,High,60,False
194,Christy Murphy,Finance,Terminated,2025-05-30,2023-04-20,2024-11-27,Approver,Low,93,True
195,Michael Mcmahon,Operations,Active,2024-02-24,,2026-04-11,Initiator+Approver,High,34,True
196,David Le,Finance,Active,2023-08-26,,2026-04-02,Admin,Low,49,False
197,Kellie Knox,Legal,Active,2025-08-05,,2026-03-23,Approver,Medium,4,False
198,Susan Mosley,Legal,Terminated,2024-12-16,2025-12-23,2026-04-10,Initiator,Low,60,True
199,Jonathan Hill,IT,Active,2023-11-29,,2026-04-10,Initiator+Approver,High,5,True
200,Karina Wilson,IT,Active,2023-06-10,,2026-04-10,Initiator,High,69,False
201,Barry Forbes,Sales,Active,2024-01-09,,2026-03-30,Admin,Low,96,False
202,Robyn Shannon,Operations,Terminated,2025-05-02,2023-01-11,2024-10-19,Read-Only,Low,13,True
203,Earl Lopez,Procurement,Active,2023-11-30,,2026-03-14,Admin,High,89,False
204,Stephanie Keller,Legal,Active,2024-12-25,,2026-03-30,Read-Only,High,47,False
205,Monique Chapman,Finance,Active,2024-02-21,,2026-03-27,Admin,High,51,False
206,Suzanne Taylor,IT,Active,2025-02-19,,2026-03-14,Initiator,Medium,12,False
207,Jeffrey Lopez Jr.,Marketing,Active,2026-01-30,,2026-04-12,Admin,High,17,False
208,Deborah Harris,Marketing,Active,2025-10-25,,2026-03-18,Approver,Low,28,False
209,Alyssa Sanders,Marketing,Active,2024-05-11,,2026-03-20,Approver,Low,1,False
210,Tara Coleman,IT,Active,2025-05-22,,2026-04-09,Admin,High,15,False
211,Jason Tran,HR,Active,2025-06-18,,2026-04-13,Admin,High,76,False
212,Terry Newman,Legal,Active,2026-02-10,,2026-04-08,Admin,High,17,False
213,James Mueller,Operations,Active,2025-07-25,,2026-03-21,Initiator,Medium,58,False
214,Stefanie Sullivan,Legal,Active,2023-04-28,,2026-03-26,Initiator,Medium,65,False
215,Teresa Harris,Marketing,Active,2025-12-16,,2026-03-21,Admin,Medium,83,False
216,Brittney Gregory,HR,Active,2025-11-10,,2026-03-29,Read-Only,Medium,88,False
217,Sandra Mccormick,Finance,Active,2023-06-14,,2026-03-22,Read-Only,High,11,False
218,Thomas Marshall,Legal,Active,2025-05-15,,2026-04-11,Approver,Medium,80,False
219,Erin Cain,Legal,Active,2024-01-24,,2026-03-25,Admin,Medium,65,False
220,Richard Dennis,Operations,Active,2025-08-23,,2026-03-19,Initiator,Low,84,False
221,Anne Pham,Marketing,Active,2023-10-16,,2026-03-30,Approver,Medium,44,False
222,Mrs. Kathryn Larsen MD,Procurement,Active,2023-12-19,,2026-03-31,Initiator,Medium,55,False
223,Rebecca Valencia,Legal,Active,2024-10-08,,2026-04-02,Approver,Low,61,False
224,Aaron Terrell,Finance,Active,2025-09-09,,2026-03-18,Initiator,High,56,False
225,Elizabeth Ward,Finance,Active,2024-02-10,,2026-03-19,Approver,Low,8,False
226,Cynthia Phillips,Legal,Active,2025-07-07,,2026-03-31,Admin,Low,97,False
227,Melissa Fisher,Operations,Active,2025-11-29,,2026-03-14,Admin,Low,40,False
228,Patricia Davis,Legal,Active,2025-08-14,,2026-03-26,Approver,High,85,False
229,Ann Smith,Procurement,Active,2024-12-10,,2026-03-17,Initiator,Medium,72,False
230,Kayla Price,Legal,Terminated,2025-07-22,2025-09-21,2026-04-12,Admin,Low,29,True
231,Carol Anderson,Operations,Active,2026-01-20,,2026-03-25,Admin,High,24,False
232,Lisa Garcia,IT,Active,2024-06-20,,2026-03-15,Admin,Medium,1,False
233,Olivia Macdonald,Sales,Active,2025-05-25,,2026-03-26,Read-Only,High,19,False
234,Melinda Wagner,HR,Active,2025-09-08,,2026-03-21,Approver,Medium,54,False
235,Amber Rogers,Procurement,Active,2024-04-15,,2026-04-08,Initiator+Approver,Medium,93,True
236,Brittany Vargas,Legal,Active,2025-09-22,,2026-03-16,Initiator+Approver,High,21,True
237,Nathan Harris,HR,Terminated,2025-09-28,2025-12-20,2026-04-12,Read-Only,Low,55,True
238,Benjamin Gonzalez,Procurement,Active,2023-09-21,,2026-03-31,Admin,High,97,False
239,Megan Clark,Finance,Terminated,2024-04-07,2022-11-07,2024-07-03,Initiator,Medium,87,True
240,Kimberly Whitaker,Procurement,Active,2024-06-21,,2026-04-12,Initiator+Approver,Medium,77,True
241,Brian Smith,HR,Active,2026-02-27,,2026-04-07,Initiator+Approver,High,99,True
242,Victoria Morgan,Sales,Active,2024-10-07,,2026-04-04,Admin,High,1,False
243,Michele Gonzalez,Procurement,Active,2023-10-15,,2026-04-08,Approver,Medium,69,False
244,Steven Turner,Marketing,Active,2023-05-25,,2026-03-27,Admin,High,51,False
245,Brittany Rivera,HR,Active,2023-10-03,,2026-04-13,Read-Only,High,41,False
246,Tony Lopez,Operations,Active,2023-12-07,,2026-03-22,Read-Only,Medium,15,False
247,Deborah Reed,Operations,Active,2026-01-31,,2026-03-14,Admin,High,80,False
248,Jennifer Barnett,Procurement,Terminated,2024-03-03,2023-02-22,2024-05-27,Read-Only,High,32,True
249,Penny Hernandez,Operations,Active,2023-12-15,,2026-03-28,Initiator,Medium,40,False
250,Virginia Gibson,Legal,Active,2024-12-16,,2026-04-03,Approver,High,66,False
251,Philip Barron,Finance,Active,2023-05-05,,2026-04-07,Admin,Medium,94,False
252,Amber Brown,Sales,Active,2024-11-16,,2026-04-10,Approver,Medium,26,False
253,Bradley Vaughn,Sales,Active,2025-05-05,,2026-03-20,Initiator,High,99,False
254,Shannon Sutton,Procurement,Active,2023-08-07,,2026-03-20,Read-Only,Low,73,False
255,Amy Cannon,Legal,Active,2024-06-05,,2026-04-09,Read-Only,High,61,False
256,Christina Taylor,Procurement,Active,2024-07-02,,2026-03-19,Admin,Low,8,False
257,Adam Gregory,Legal,Active,2023-05-10,,2026-04-11,Initiator+Approver,Medium,58,True
258,Zachary Beck,HR,Active,2025-11-18,,2026-04-02,Admin,High,83,False
259,Mia Williams,Finance,Active,2023-05-11,,2026-04-01,Read-Only,Low,71,False
260,Connie Peterson,HR,Active,2023-09-05,,2026-03-15,Initiator+Approver,Medium,78,True
261,Peter Cunningham,Procurement,Active,2023-05-23,,2026-04-09,Initiator,Medium,14,False
262,Catherine Friedman,Legal,Active,2025-09-23,,2026-03-28,Initiator+Approver,High,32,True
263,Eric Burnett,Procurement,Active,2023-09-27,,2026-03-28,Approver,Medium,48,False
264,Stephanie Blake,IT,Active,2024-01-11,,2026-03-31,Admin,Low,77,False
265,Stephanie White,HR,Active,2024-04-28,,2026-04-11,Admin,High,72,False
266,April Daugherty,Operations,Active,2024-08-10,,2026-04-05,Approver,Medium,11,False
267,Thomas Henry,Sales,Active,2024-03-28,,2026-04-04,Initiator+Approver,High,77,True
268,Tracy Morris,Finance,Active,2024-06-18,,2026-03-27,Read-Only,Low,43,False
269,Denise Yoder,Sales,Active,2025-09-04,,2026-03-24,Read-Only,Low,47,False
270,Dylan Stafford,HR,Active,2024-03-02,,2026-04-04,Approver,High,44,False
271,Erica Caldwell,Procurement,Active,2025-02-14,,2026-04-06,Approver,High,10,False
272,Anthony Alvarado,IT,Active,2025-08-19,,2026-03-28,Initiator,Low,44,False
273,Michael Martinez,Sales,Active,2024-02-02,,2026-04-09,Approver,High,89,False
274,Benjamin Lewis,Sales,Active,2023-09-30,,2026-04-12,Read-Only,Medium,87,False
275,Michele Wong,Marketing,Active,2023-09-17,,2026-03-25,Admin,Low,58,False
276,Ronald Huynh,Marketing,Terminated,2024-11-10,2025-09-19,2026-04-13,Read-Only,High,48,True
277,Jeremiah Patterson,Procurement,Active,2023-08-12,,2026-03-20,Admin,Medium,65,False
278,Ryan Kennedy,Operations,Active,2025-04-17,,2026-03-18,Approver,Low,18,False
279,Ronald Griffin,IT,Active,2025-11-28,,2026-03-24,Read-Only,Medium,71,False
280,Aaron King,Finance,Active,2023-04-23,,2026-03-17,Initiator,Medium,11,False
281,Victor Randall,Sales,Active,2024-09-02,,2026-03-30,Approver,Medium,12,False
282,Dominic Pearson,Marketing,Active,2023-09-03,,2026-03-16,Admin,High,54,False
283,Stephen Richards,HR,Active,2023-12-24,,2026-03-28,Admin,High,50,False
284,Hayley Meyer,Finance,Active,2024-02-06,,2026-04-06,Initiator,Medium,13,False
285,Ricky Peters,Legal,Active,2025-05-19,,2026-04-09,Initiator,Medium,61,False
286,Randy Myers,Sales,Active,2023-07-28,,2026-03-30,Initiator,High,3,False
287,Robert Hayes,IT,Active,2024-12-28,,2026-03-18,Approver,Low,94,False
288,Ashley Hebert,Operations,Active,2025-07-30,,2026-03-20,Admin,High,39,False
289,Mrs. Amy Martinez,Finance,Active,2025-12-07,,2026-04-06,Read-Only,Low,80,False
290,Meghan Haynes,Procurement,Active,2025-11-06,,2026-04-10,Read-Only,Low,69,False
291,Samuel Andrade,HR,Active,2023-04-24,,2026-03-26,Approver,Low,19,False
292,Steven Schultz,IT,Active,2023-10-17,,2026-04-13,Admin,High,74,False
293,Rachel Smith,Operations,Active,2025-02-24,,2026-03-23,Initiator,Low,47,False
294,Nicole Watson,Finance,Active,2023-05-10,,2026-03-19,Initiator,Medium,61,False
295,David Garcia,HR,Active,2024-01-12,,2026-04-02,Admin,Low,3,False
296,Adam Hamilton,Legal,Active,2025-10-27,,2026-04-02,Approver,Low,85,False
297,Brandon Powell,Finance,Active,2024-05-03,,2026-04-09,Initiator,Medium,70,False
298,Troy Reid,Legal,Terminated,2025-03-21,2026-03-03,2026-04-09,Read-Only,Low,62,True
299,Mary Serrano,Sales,Active,2025-06-11,,2026-04-11,Read-Only,High,38,False
300,James Richardson,Marketing,Active,2025-12-15,,2026-03-19,Approver,High,41,False
301,Teresa Lee,IT,Active,2023-04-24,,2026-04-01,Read-Only,Medium,5,False
302,Mr. Brian Taylor,Marketing,Active,2024-08-06,,2026-04-02,Initiator,Low,43,False
303,Carol Cortez,IT,Active,2025-07-03,,2026-03-19,Admin,Medium,52,False
304,Ashley Thomas,Procurement,Active,2024-01-13,,2026-04-03,Approver,Medium,89,False
305,Edward James,Procurement,Active,2024-02-21,,2026-03-15,Admin,High,94,False
306,Alicia Thomas,Operations,Active,2025-10-04,,2026-03-31,Approver,Low,38,False
307,Kelly Garcia,Legal,Active,2025-08-16,,2026-04-11,Admin,Low,38,False
